q1,q2,q3,iqr
34.21556695879349,112.85856529175362,222.72725467230998,188.5116877135165
38.540790081683156,125.10857962315674,225.12968426815291,186.58889418646976
63.5239714878151,143.69092801183012,269.32221522583757,205.79824373802245
