subject,teacher,time_detail,all_colleges_registered,classroom
梅洛龐蒂：藝術與知覺的世界,張國賢,一D56,5,研究250202
意象與繪圖,陳文玲,四34C,26,創意實驗室
現象學與心理療癒,李維倫,四234,9,人偉講堂
給創作者的創造力,李宗興,二D56,10,創意實驗室
校園內的有感體驗設計,林承毅,三D56,21,學思040103
跨界專題－Ｘ計畫,陳文玲,五34C,7,創意實驗室
什麼是設計思考？,陳宜秀,一EFG,26,藝文370218
