subject,teacher,time_detail,all_colleges_registered,classroom
身體實踐自主學習,呂潔如、李維倫,未定或彈性,10, 無資料
SportX活動策劃與執行,洪鈺釗、嚴雅婷,三D56,30,綜北270305
運動與法律,林佳和,一D56,22,大勇210106
政大‧運動‧人講座,孫秉宏、戚海倫,四D56,88,人偉講堂
運動行銷案例分析,孫秉宏,五D56,80,人偉講堂
跨界專題－Ｘ計畫,陳文玲,五34C,0,創意實驗室
