Q1,Q2,Q3,IQR
143.81972262755767,180.37691908981438,185.21393289087774,41.394210263320076
28.444988866737418,86.07384294670942,134.9992258900362,106.55423702329878
137.24110489921668,298.2044899586854,450.12994359947925,312.88883870026257
62.08192674193468,116.25247299549511,217.53665668036524,155.45472993843055
79.1810727090575,172.13351027920606,290.65685610707305,211.47578339801555
130.42386935138492,246.0090248920361,321.2532409315825,190.8293715801976
10.588417067141897,40.729209887905654,83.71120176710855,73.12278469996664
26.031605548912324,91.90343427035201,234.31425304348247,208.28264749457014
139.75680099454033,247.97450196678528,376.84017896108867,237.08337796654834
123.44331917850269,251.4455703891033,423.1736510472306,299.7303318687279
79.92722322922057,166.86080605040385,323.3601128633732,243.43288963415264
201.2778005298223,230.64579963772542,331.78468645605267,130.50688592623038
44.76455696195495,119.31887155898124,190.5944558621062,145.82989890015125
