Q1,Q2,Q3,IQR
98.95756060434763,98.95756060434763,98.95756060434763,0.0
32.369727371968565,106.07408347205129,211.22184339475174,178.85211602278318
43.413273068368895,101.2731993442948,180.77310602582267,137.35983295745376
22.928431490180714,65.0049929306688,127.89612177518535,104.96769028500464
30.630762361736803,66.29670268195983,135.13001506407278,104.49925270233598
89.37060774612755,159.6025243472626,211.041427990158,121.67082024403047
29.933791565239517,78.55067016954897,184.45898153709248,154.52518997185297
27.177207237379136,94.85925860141407,151.50171554893043,124.3245083115513
17.601432803845,147.9106824008784,336.988807193896,319.387374390051
50.15227083062225,79.4043087860947,90.5283988013759,40.37612797075365
18.446941824123087,377.1647133177336,497.45409774560517,479.0071559214821
105.79923116246945,323.38814285577826,447.3771336218768,341.57790245940737
136.95052925271017,199.0500166337374,199.0500166337374,62.099487381027245
